cve_id,cvss_score,cvss_severity,cwe_ids,analysis_timestamp,analysis_duration,thread_name,models_used,has_patch_analysis,patch_count,files_modified,lines_added,lines_removed,repositories,analysis_summary
CVE-2022-0811,8.8,HIGH,"CWE-94, CWE-94",2025-05-29T03:10:03.300905,43.18,Analyzer_0,deepseek-r1-250120,True,1,4,19,54,cri-o/cri-o,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：[控制面→数据面 - 控制器→工作负载恶意分发]    架构层次影响：数据面计算层→节点宿主机层→控制面存储层    技术路径：创建含恶意annotations的Pod→CRI-O解析漏洞→覆盖内核参数→触发容器逃逸    关键节点：CRI-O对Pod注解的内核参数验证缺失    权限扩展：Pod创建权限→宿主机root权限→潜在集群级控制权限    影响范围：单节点控制→集群横向渗透→控制面凭证泄露风险    防护薄弱点：CRI-O输入验证缺陷，PSA未强制限制危险注解    检测难点：合法Pod配置与恶意注入行为难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：通过节点凭据访问API Server，潜在etcd数据泄露    - 数据面影响：计算层隔离完全突破，节点存储/网络层暴露    - 跨平面传播：数据面节点沦陷可反向渗透控制平面    - 节点拓扑影响：Worker节点成为攻击跳板，威胁Master节点安全   ...
CVE-2022-23648,7.5,HIGH,CWE-200,2025-05-29T03:10:10.558967,37.25,Analyzer_1,deepseek-r1-250120,True,4,6,56,4,containerd/containerd,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问    架构层次影响：数据面计算层→宿主机存储层→控制面存储层    技术路径：构造恶意镜像挂载路径→绕过containerd校验→访问宿主机文件→窃取控制面凭证→访问API Server/etcd    关键节点：containerd镜像配置文件解析时的路径校验缺失    权限扩展：容器用户权限→宿主机敏感文件读取→集群管理权限    影响范围：跨数据面计算层、宿主机系统层、控制面存储层    防护薄弱点：CRI运行时挂载策略执行不严格，PSP策略绕过    检测难点：合法镜像挂载与恶意路径的区分困难，凭证窃取行为隐蔽  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层etcd密钥可能通过窃取的kubelet证书间接暴露    - 数据面影响：计算层容器隔离失效，宿主机存储层敏感文件泄露    - 跨平面传播：通过宿主机凭证实现数据面到控制面的权限提升    - 节点拓扑影响：Wo...
CVE-2022-24817,9.9,CRITICAL,"CWE-94, CWE-94",2025-05-29T03:10:46.955407,53.9,Analyzer_2,deepseek-r1-250120,True,4,20,78,22,"fluxcd/kustomize-controller, fluxcd/helm-controller",  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - Pod→API Server权限提升    次要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    架构层次影响：数据面计算层→控制面控制层→数据面计算层    技术路径：API层注入恶意CRD→控制层加载恶意kubeconfig→执行宿主机级命令→横向控制Worker节点    关键节点：控制器SA权限配置、CRD字段验证缺失    权限扩展：租户CRD操作权限→控制器SA集群权限→宿主机root权限    影响范围：跨越API层/控制层/计算层，影响多租户隔离和节点安全    防护薄弱点：CRD字段验证缺失，控制器Pod安全配置不足    检测难点：合法CRD操作掩盖攻击，跨平面攻击链关联分析困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层CRD验证失效，控制层组件沦为攻击载体    - 数据面影响：计算层容器逃逸风险，节点级权限完全失控    - 跨平面传播：通过控制面组件将攻击载荷注入数据面节点    - 节点拓扑影响：Worker节点沦为攻击跳板，可能威胁...
CVE-2022-29164,7.1,HIGH,CWE-269,2025-05-29T03:10:47.455398,50.44,Analyzer_3,deepseek-r1-250120,True,7,15,100,158,argoproj/argo-workflows,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - API Server ↔ Controller SSRF    次要边界突破：数据面→控制面 - Pod→API Server权限提升    架构层次影响：控制面扩展层→API层→存储层    技术路径：构造恶意Workflow→生成含XHR的HTML→用户触发脚本→滥用合法会话访问API    关键节点：Argo Server未实施CSP策略限制XHR调用    权限扩展：攻击者Workflow创建权限→受害者API操作权限→集群资源控制权限    影响范围：跨控制面扩展组件和API层，影响工作流数据及集群资源    防护薄弱点：第三方扩展组件的会话管理机制，HTML内容安全策略缺失    检测难点：合法用户会话中的异常API调用模式识别  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层XSS漏洞导致API层鉴权旁路，存储层工作流数据泄露    - 数据面影响：用户浏览器成为攻击跳板，间接影响数据面计算层    - 跨平面传播：通过用户代理实现数据面到控制面的非直接权限传递    ...
CVE-2022-24731,6.8,MEDIUM,"CWE-22, CWE-284, CWE-22, CWE-209",2025-05-29T03:11:18.582484,75.28,Analyzer_0,deepseek-r1-250120,True,2,36,1170,910,argoproj/argo-cd,  ``` 1. 信任边界类别分析    主要边界突破：控制面组件间 - 控制器→存储层信息泄露    次要边界突破：数据面→控制面 - Pod→API Server权限提升    架构层次影响：控制面控制层→存储层→数据面计算层    技术路径：构造恶意Application→API Server授权→repo-server路径遍历→读取节点敏感文件→结果回传    关键节点：repo-server的Helm路径校验缺失，API Server的RBAC权限过度授予    权限扩展：Application操作权限→repo-server文件系统访问权→集群凭据获取→控制平面完全控制    影响范围：Argo CD控制平面组件、挂载的Secret数据、其他Application源码仓库    防护薄弱点：CRD控制器文件访问未纳入Pod安全策略，Helm参数缺乏路径规范化    检测难点：合法Helm操作与恶意遍历行为难以区分，错误日志泄露难以实时监控  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层Helm处理器逻辑缺陷，存储层Secret文件泄露风险   ...
CVE-2022-24878,7.7,HIGH,"CWE-22, CWE-22",2025-05-29T03:11:22.045362,35.09,Analyzer_2,deepseek-r1-250120,True,2,6,3974,324,fluxcd/kustomize-controller,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - 容器→控制器状态操纵    次要边界突破：[]    架构层次影响：数据面计算层→控制面扩展层    技术路径：创建恶意Kustomization资源→控制器解析越界路径→触发异常处理失败→控制器进程崩溃    关键节点：kustomize-controller的路径规范化逻辑缺陷    权限扩展：应用部署权限→控制器管理权限（间接影响集群运维能力）    影响范围：Flux CD控制器可用性，中断GitOps工作流同步    防护薄弱点：第三方控制器输入验证机制不完善    检测难点：合法Kustomization配置与攻击载荷的模糊边界  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层控制器可用性丧失，影响声明式配置同步能力    - 数据面影响：间接导致应用层部署停滞，不直接影响计算层资源    - 跨平面传播：数据面资源配置错误触发控制面组件故障    - 节点拓扑影响：控制器Pod所在节点资源耗尽风险     权限边界突破：    - 权限扩展路径：Kustomizatio...
CVE-2022-24877,9.9,CRITICAL,"CWE-22, CWE-36, CWE-22",2025-05-29T03:11:31.823564,81.26,Analyzer_1,deepseek-r1-250120,True,2,10,116,88,fluxcd/kustomize-controller,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸 (3.1)    次要边界突破：数据面→控制面 - Pod→API Server权限提升 (1.1)    架构层次影响：数据面计算层→控制面存储层/API层    技术路径：恶意Kustomization注入→控制器路径遍历→宿主机敏感文件读取→凭据注入Secret→API Server权限提升    关键节点：kustomize-controller的路径清理逻辑缺失（repoPath连接校验缺陷）    权限扩展：Kustomization操作权限→宿主机文件系统访问→集群管理员权限    影响范围：跨数据面（Pod/节点）和控制面（API/etcd）    防护薄弱点：CRD资源输入验证缺失，控制器Pod挂载宿主机构造    检测难点：合法YAML配置中的路径遍历特征难以静态识别  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层凭据泄露风险，存储层敏感配置暴露    - 数据面影响：计算层容器逃逸，节点级文件系统完整性破坏    - 跨...
CVE-2022-31030,5.5,MEDIUM,CWE-400,2025-05-29T03:11:56.545348,37.96,Analyzer_0,deepseek-r1-250120,True,2,8,218,32,containerd/containerd,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - 容器→节点资源耗尽    次要边界突破：数据面→控制面 - 容器→控制器状态操纵    架构层次影响：数据面计算层→节点资源层→控制面调度层    技术路径：创建恶意exec探针Pod→触发containerd内存泄漏→耗尽节点内存→引发Pod驱逐    关键节点：containerd的ExecSync API内存分配机制缺陷    权限扩展：Pod创建权限→节点级DoS攻击能力→间接影响控制面调度决策    影响范围：单个Worker节点→跨节点Pod调度→集群稳定性风险    防护薄弱点：CRI运行时内存管理机制缺失，Exec操作审计粒度不足    检测难点：内存消耗模式与合法进程相似，跨容器-节点层监控割裂  2. 信任边界影响评估    架构影响分析：    - 控制面影响：调度层因节点NotReady状态触发Pod迁移    - 数据面影响：计算层内存资源耗尽，网络层服务中断    - 跨平面传播：数据面资源异常触发控制面自愈机制    - 节点拓扑影响：Worker节点服务中断，可能引发级联...
CVE-2022-31016,6.5,MEDIUM,"CWE-400, CWE-770",2025-05-29T03:12:13.710575,51.66,Analyzer_2,deepseek-r1-250120,True,2,52,1414,228,argoproj/argo-cd,  ``` 1. 信任边界类别分析    主要边界突破：数据面 → 控制面 - 容器 → 控制器状态操纵    次要边界突破：无    架构层次影响：数据面计算层 → 控制面扩展层    技术路径：创建Application资源指向恶意仓库 → repo-server同步大文件 → 内存分配失控 → 服务崩溃    关键节点：repo-server内存分配逻辑缺陷，未实施资源限制    权限扩展：Application部署权限 → 控制面服务终止能力    影响范围：Argo CD控制平面组件（repo-server），中断持续部署流程    防护薄弱点：扩展组件资源限制缺失，仓库内容安全审查不足    检测难点：合法操作与恶意攻击行为模式重叠，内存消耗突增难以实时关联  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层组件（repo-server）可用性丧失，不影响核心API/etcd    - 数据面影响：仅涉及Git仓库操作，不破坏Pod/节点隔离    - 跨平面传播：数据面资源操作直接影响控制面扩展组件稳定性    - 节点拓扑影响：若repo-se...
CVE-2021-4178,6.7,MEDIUM,"CWE-502, CWE-502",2025-05-29T03:12:17.162639,45.34,Analyzer_1,deepseek-r1-250120,True,1,1,71,0,fabric8io/kubernetes-client,  ``` 1. 信任边界类别分析    主要边界突破：数据面 → 控制面 - Pod → API Server权限提升    次要边界突破：[容器 → 宿主机 - Pod → Worker节点逃逸]    架构层次影响：数据面计算层 → 控制面API层    技术路径：恶意YAML反序列化→客户端RCE→调用Kubernetes API执行集群操作    关键节点：Fabric8客户端的YAML解析模块（io.fabric8.kubernetes-client）    权限扩展：客户端所在主机的本地用户权限 → Kubernetes集群管理权限    影响范围：跨越Java应用运行环境和集群控制平面，影响客户端宿主节点及关联集群资源    防护薄弱点：第三方客户端库的输入验证机制，RBAC策略对客户端凭据的过度授权    检测难点：YAML反序列化攻击特征隐蔽，合法API调用与恶意操作难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层面临非法资源操作风险，依赖客户端的控制器可能执行异常指令    - 数据面影响：计算层Java应用被完全控制，可能...
CVE-2022-24904,4.3,MEDIUM,"CWE-59, CWE-61, CWE-59",2025-05-29T03:12:19.086597,91.63,Analyzer_3,deepseek-r1-250120,True,2,8,406,26,argoproj/argo-cd,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - 控制器→存储层信息泄露    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问    架构层次影响：控制面存储层→数据面计算层→控制面扩展层    技术路径：提交含符号链接的Application→repo-server渲染恶意目录→读取挂载的Secrets→通过API泄露敏感数据    关键节点：repo-server路径校验缺失符号链接检查，控制面组件文件系统共享机制    权限扩展：应用开发者权限→集群Secret读取权限→跨应用配置访问权限    影响范围：突破GitOps流程隔离，影响多Application配置机密性    防护薄弱点：目录型应用的文件校验机制，控制面组件挂载Secret的共享策略    检测难点：符号链接攻击与正常Git操作的行为相似性，跨组件日志关联分析困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层Secret加密机制有效性被削弱，扩展层Argo CD组件信任链断裂    - 数据面影响：计算层repo-server文件隔离机制失效...
CVE-2022-31035,9.0,CRITICAL,CWE-79,2025-05-29T03:12:51.283739,54.74,Analyzer_0,deepseek-r1-250120,True,2,8,110,6,argoproj/argo-cd,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用    次要边界突破：数据面→控制面 - Pod→API Server权限提升    架构层次影响：控制面扩展层→API层→数据面计算层    技术路径：恶意XSS注入→劫持用户会话→调用Argo CD API→操作Kubernetes资源    关键节点：UI层URL验证缺失、用户会话权限继承机制    权限扩展：普通用户→Argo CD管理员→Kubernetes集群管理员    影响范围：跨越控制面扩展组件与核心API层，影响数据面工作负载    防护薄弱点：第三方扩展组件的输入验证不足，UI层安全假设过度信任    检测难点：合法API调用与恶意操作的区分，跨组件攻击链追溯  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层身份伪装风险，扩展层信任链污染    - 数据面影响：计算层资源被恶意创建/删除，存储层密钥泄露    - 跨平面传播：通过控制面API操作直接影响数据面资源配置    - 节点拓扑影响：Master节点Argo CD服务成为攻击...
CVE-2022-36035,7.7,HIGH,CWE-22,2025-05-29T03:12:53.667723,36.5,Analyzer_1,deepseek-r1-250120,True,1,2,74,0,fluxcd/flux2,  ``` 1. 信任边界类别分析    主要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    次要边界突破：[数据面(容器)→宿主机 - 共同部署攻击面扩展]    架构层次影响：控制面扩展层→数据面计算层→存储层    技术路径：篡改CLI环境变量→路径遍历覆盖临时配置→注入恶意YAML→同步至集群    关键节点：Flux CLI的路径验证缺失、环境变量残留机制    权限扩展：本地Shell用户→集群部署权限→节点特权容器权限    影响范围：跨越控制面配置管理工具与数据面工作负载部署    防护薄弱点：CLI工具输入验证不足，共享Shell环境隔离缺失    检测难点：合法部署流程掩盖恶意注入，跨架构层操作关联分析困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层组件可信性破坏，配置同步机制被滥用    - 数据面影响：计算层恶意负载执行，网络层服务暴露风险    - 跨平面传播：通过控制面工具将攻击载荷注入数据面    - 节点拓扑影响：Worker节点部署流程完整性受损     权限边界突破：    - 权限扩展路径：本地用户→...
CVE-2022-39272,5.0,MEDIUM,"CWE-1284, CWE-1284",2025-05-29T03:13:02.364137,43.28,Analyzer_3,deepseek-r1-250120,True,2,20,54,0,fluxcd/source-controller,  ``` 1. 信任边界类别分析    主要边界突破：数据面 → 控制面 - 容器→控制器状态操纵    次要边界突破：控制面 → 数据面 - 控制器→工作负载恶意分发（间接影响）    架构层次影响：数据面计算层→控制面控制层→API层    技术路径：创建恶意CRD→API Server持久化→控制器watch事件触发panic→协调循环中断    关键节点：API层CRD验证缺失，控制层错误处理机制缺陷    权限扩展：Namespace级CRD修改权→控制平面组件级操作中断    影响范围：控制面source-controller组件可用性，数据面GitOps流程中断    防护薄弱点：CRD字段验证仅依赖控制器逻辑，缺乏API层准入验证    检测难点：合法CRD操作与恶意注入行为特征重叠，panic日志难追踪  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层状态协调机制瘫痪，API层CRD处理未受直接影响    - 数据面影响：计算层应用更新停滞，网络层配置同步中断    - 跨平面传播：数据面CRD操作触发控制面组件级故障    - 节点拓扑...
CVE-2022-31036,4.3,MEDIUM,"CWE-20, CWE-61, CWE-59",2025-05-29T03:13:17.605254,63.89,Analyzer_2,deepseek-r1-250120,True,2,20,126,38,argoproj/argo-cd,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - 控制器→存储层信息泄露    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问    架构层次影响：控制面存储层→数据面计算层→扩展层配置管理    技术路径：Helm Chart提交符号链接→repo-server解析越界文件→读取挂载Secret/应用源文件    关键节点：repo-server的Helm渲染模块未实施路径规范化校验    权限扩展：仓库写入权限→控制面敏感文件读取权限→跨应用数据访问权限    影响范围：Argo CD管理的所有Helm应用源文件及挂载到repo-server的YAML格式Secret    防护薄弱点：扩展组件对用户输入文件处理缺乏安全边界隔离    检测难点：Git提交中的符号链接隐蔽性，合法YAML文件与恶意路径的混淆  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层Secret数据通过挂载文件形式泄露，扩展层配置管理流程被污染    - 数据面影响：计算层Helm渲染过程被用于横向数据渗透    - 跨平面传播：通过repo...
CVE-2022-46167,8.8,HIGH,CWE-863,2025-05-29T03:13:27.073036,35.79,Analyzer_0,deepseek-r1-250120,True,4,24,600,28,clastix/capsule,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：数据面→控制面 - Pod→API Server权限提升    架构层次影响：控制面API层→控制层协调机制→数据面计算层    技术路径：PATCH Namespace移除ownerReferences→绕过准入控制→禁用安全策略→部署特权Pod逃逸    关键节点：API层RBAC过度授权，控制层Operator协调依赖ownerReferences    权限扩展：租户Namespace操作→集群级安全策略失效→宿主机级容器逃逸    影响范围：跨控制面策略执行层和数据面运行时环境    防护薄弱点：准入控制缺乏ownerReferences写保护，Operator无状态验证机制    检测难点：合法API操作伪装，跨平面攻击链路隐蔽  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层RBAC绕过，控制层协调失效，存储层Namespace元数据篡改    - 数据面影响：计算层容器隔离突破，网络策略失效，存储卷跨租户访问    - 跨...
CVE-2022-36049,7.7,HIGH,"CWE-400, CWE-770",2025-05-29T03:13:32.119797,38.45,Analyzer_1,deepseek-r1-250120,True,2,8,203,47,fluxcd/helm-controller,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 共享控制面→租户权限提升 (6.2)    次要边界突破：数据面→控制面 - 容器→控制器状态操纵 (1.2)    架构层次影响：数据面计算层→控制面控制层→存储层    技术路径：构造恶意HelmRelease→API层资源注入→控制层内存耗尽→协调功能中断    关键节点：Helm SDK的YAML解析逻辑缺陷，控制器缺乏内存隔离机制    权限扩展：租户应用部署权限→控制平面组件运行控制权    影响范围：跨所有使用helm-controller的命名空间，影响控制面可用性    防护薄弱点：CRD资源验证缺失，控制器资源限制未强制实施    检测难点：正常业务YAML与恶意负载难以区分，OOM事件归因困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层协调功能中断，影响API层的资源协调状态    - 数据面影响：计算层Helm发布流程停滞，网络层服务更新受阻    - 跨平面传播：数据面资源定义异常触发控制面组件崩溃    - 节点拓扑影响：若控制器部署在Master节点...
CVE-2022-23471,5.7,MEDIUM,"CWE-400, CWE-401",2025-05-29T03:13:36.744103,34.38,Analyzer_3,deepseek-r1-250120,True,2,6,64,8,containerd/containerd,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - 容器→节点资源耗尽    次要边界突破：数据面→控制面 - 容器→控制器状态操纵    架构层次影响：数据面计算层→节点资源层→控制面调度层    技术路径：创建TTY+错误命令的Pod→触发containerd goroutine泄漏→耗尽宿主机内存→节点不可用→影响调度器    关键节点：containerd流服务器的goroutine回收机制缺陷    权限扩展：Pod创建权限→节点级资源控制权→集群调度干扰权    影响范围：单节点内存耗尽可触发级联Pod驱逐，影响控制面调度决策    防护薄弱点：CRI运行时资源隔离机制不完善，准入控制缺乏TTY配置审查    检测难点：内存泄漏模式与正常资源消耗难以区分，跨组件日志关联分析复杂  2. 信任边界影响评估    架构影响分析：    - 控制面影响：调度层无法在内存耗尽节点部署新Pod，API层需处理大量Pod驱逐事件    - 数据面影响：计算层资源隔离失效，节点级内存资源被单租户独占    - 跨平面传播：数据面资源枯竭反向影响控制面调度决...
CVE-2023-25165,4.3,MEDIUM,CWE-200,2025-05-29T03:14:05.091978,38.02,Analyzer_0,deepseek-r1-250120,True,2,14,156,20,helm/helm,"  ``` 1. 信任边界类别分析    主要边界突破：[新类别] 外部工具链 → 外部服务    次要边界突破：数据面→控制面 - 通过泄露数据间接影响    架构层次影响：供应链工具层→外部网络服务层    技术路径：恶意Chart注入→Helm渲染触发DNS查询→敏感数据外泄至恶意DNS    关键节点：Helm模板渲染阶段的DNS解析机制    权限扩展：Chart部署权限→外部服务数据接收能力    影响范围：Helm工具链完整性，可能间接威胁集群凭证安全    防护薄弱点：供应链安全验证不足，DNS查询行为监控缺失    检测难点：合法DNS流量中的隐蔽数据外泄，跨工具链攻击面监控  2. 新类别创建    新类别名称：外部工具链 → 外部服务    架构特征：突破CI/CD工具与外部网络服务间的信任隔离    信任假设：""供应链工具处理的数据不会主动外泄至不可信服务""    突破机制：利用工具链功能将敏感数据注入外部服务请求    典型场景：通过模板函数/插件机制向恶意服务泄露数据    与现有类别的区别：不直接涉及集群内部架构层次，聚焦供应链工具到外部服务的信任边界  ..."
CVE-2023-27484,6.2,MEDIUM,"CWE-20, CWE-400, CWE-400",2025-05-29T03:14:13.914249,37.17,Analyzer_3,deepseek-r1-250120,True,2,4,104,22,crossplane/crossplane-runtime,  ``` 1. 信任边界类别分析    主要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    次要边界突破：数据面→宿主机 - 容器→节点资源耗尽    架构层次影响：控制面扩展层→数据面计算层→节点资源层    技术路径：恶意Composition注入→控制器处理→数组扩展→内存耗尽→Pod OOM    关键节点：控制器对toFieldPath索引的验证缺失    权限扩展：Composition写权限→控制面扩展组件执行权→数据面资源分配权    影响范围：跨控制面扩展层和数据面计算层，影响节点内存资源稳定性    防护薄弱点：扩展组件输入验证不足，RBAC权限粒度过粗    检测难点：合法资源操作与恶意内存消耗模式难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层控制器逻辑缺陷，影响API层资源配置可靠性    - 数据面影响：计算层Pod内存资源失控，节点级稳定性受损    - 跨平面传播：控制面资源配置错误直接导致数据面运行时异常    - 节点拓扑影响：Worker节点内存资源耗尽，可能触发节点级故障     权限边界突破...
CVE-2023-27483,5.9,MEDIUM,"CWE-20, CWE-400, CWE-400",2025-05-29T03:14:14.428266,42.31,Analyzer_1,deepseek-r1-250120,True,2,4,134,12,crossplane/crossplane-runtime,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - 容器→控制器状态操纵    次要边界突破：[控制面→数据面 - 控制器→工作负载恶意分发]    架构层次影响：数据面计算层→控制面扩展层→存储层    技术路径：构造恶意CRD字段路径→绕过索引验证→触发控制器OOM→中断资源编排    关键节点：fieldpath解析层索引验证缺失，准入控制未过滤异常索引    权限扩展：Pod创建权限→控制器进程终止权限→云资源管理中断权限    影响范围：跨控制面扩展层和数据面资源供应层，影响CRD生命周期管理    防护薄弱点：CRD准入控制缺乏字段路径语法审计，控制器依赖库更新滞后    检测难点：合法资源操作与恶意索引注入的语义差异难以识别  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层控制器崩溃，API层CRD处理正常，存储层etcd数据无异常    - 数据面影响：计算层云资源编排中断，网络层/存储层配置无法动态更新    - 跨平面传播：通过API层资源对象影响控制面扩展层，间接导致数据面资源异常    - 节点拓扑影响：控制器...
CVE-2022-23525,5.3,MEDIUM,"CWE-476, CWE-476",2025-05-29T03:14:26.230219,68.62,Analyzer_2,deepseek-r1-250120,True,2,8,150,0,helm/helm,  ``` 1. 信任边界类别分析    主要边界突破：外部→管理工具（新类别）    次要边界突破：无    架构层次影响：管理工具层→控制面配置接口    技术路径：构造恶意index.yaml→触发_repo包解析异常→引发不可恢复panic→客户端进程崩溃    关键节点：仓库索引文件解析阶段的空指针解引用    权限扩展：无权限提升，仅造成客户端运行时中断    影响范围：影响使用Helm SDK的自动化系统，可能中断chart部署流程    防护薄弱点：索引文件格式验证缺失，管理工具输入过滤不足    检测难点：合法仓库索引与恶意载荷难以区分，崩溃日志缺乏上下文  新类别定义： 名称：外部→管理工具 架构特征：独立于K8s双平面架构的集群管理工具链 信任假设：管理工具能安全处理外部仓库的元数据文件 突破机制：利用管理工具对外部输入的验证缺陷实施DoS攻击 典型场景：通过畸形仓库索引中断CI/CD系统的Helm部署流程 与现有类别的区别：突破点位于独立管理工具而非双平面组件 架构影响：破坏集群配置管理链的可用性完整性  2. 信任边界影响评估    架构影响分析：    - ...
CVE-2023-28114,4.8,MEDIUM,"CWE-280, CWE-755",2025-05-29T03:14:45.869357,40.78,Analyzer_0,deepseek-r1-250120,True,2,2,2,2,cilium/cilium-cli,  ``` 1. 信任边界类别分析    主要边界突破：数据面 → 控制面 - 工作负载→etcd数据访问（1.3）    次要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用（4.2）    架构层次影响：数据面计算层→控制面存储层    技术路径：Pod挂载配置错误→etcd权限配置丢失→通过泄露证书直接修改etcd状态    关键节点：cilium-agent容器挂载路径覆盖initContainer配置    权限扩展：etcd读写权限→集群网格元数据控制权→跨集群网络策略绕过    影响范围：控制面存储层（etcd）、数据面网络层（Cilium策略）    防护薄弱点：扩展组件配置验证缺失，存储层访问控制依赖初始化流程    检测难点：合法证书的异常使用难以区分，etcd操作审计粒度不足  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层数据完整性破坏，影响集群状态一致性    - 数据面影响：网络层策略执行失效，跨集群通信规则被篡改    - 跨平面传播：数据面配置错误导致控制面关键组件暴露    - 节点拓扑影响：涉及所有参与Cluste...
CVE-2023-34242,3.4,LOW,CWE-200,2025-05-29T03:14:49.564289,35.65,Analyzer_3,deepseek-r1-250120,True,1,4,29,16,cilium/cilium,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：数据面→控制面 - 容器→控制器状态操纵    架构层次影响：控制面扩展层→数据面网络层→控制面存储层    技术路径：创建跨NS ReferenceGrant→绕过Cilium网络策略校验→非法访问Secret/Service    关键节点：Gateway API控制器未校验from.namespace归属权限    权限扩展：攻击者NS权限→跨NS Secret访问权→集群级证书凭证泄露    影响范围：突破命名空间网络隔离，威胁控制面Secret存储安全    防护薄弱点：扩展组件权限校验不完整，CRD资源RBAC细粒度不足    检测难点：合法API资源操作掩盖跨NS访问意图  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层策略校验失效，存储层Secret数据泄露风险    - 数据面影响：网络层服务隔离突破，计算层Pod间非法通信    - 跨平面传播：通过控制面CRD配置错误影响数据面网络策略    - 节点拓扑影响：Work...
CVE-2023-41333,6.9,MEDIUM,CWE-306,2025-05-29T03:14:52.963445,38.53,Analyzer_1,deepseek-r1-250120,True,3,7,181,17,cilium/cilium,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：控制面→数据面 - 控制面→网络/存储层配置污染    架构层次影响：控制面API层→控制层扩展组件→数据面网络层    技术路径：构造reserved:init标签策略→绕过命名空间验证→全局策略注入→污染网络层配置    关键节点：CiliumNetworkPolicy控制器对endpointSelector作用域验证缺失    权限扩展：Namespace级Cilium策略权限→集群级网络控制权限    影响范围：跨命名空间流量控制、集群级网络策略失效、控制面策略执行器信任链破坏    防护薄弱点：CRD控制器验证逻辑缺陷，准入控制未覆盖扩展API资源    检测难点：合法API操作与恶意策略的语义差异难以自动化识别  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层RBAC信任模型失效，控制层策略协调器状态污染    - 数据面影响：网络层策略执行异常，跨命名空间流量控制失效    - 跨平面传播：控制面策略配置错误直接破坏数据面网...
